"","Onki","Onmy"
"1",16.2038133028935,10.1315952731989
"2",8.87292219957638,9.27872649450186
"3",13.8194401800868,9.6445131627615
"4",10.7135418005049,12.313905405207
"5",11.7860610900343,11.551627582865
"6",10.403310989058,8.94899750615168
"7",13.1418062919836,7.32561150487444
"8",7.76588056313506,11.7802289215495
"9",10.576072631641,11.0158269914747
"10",9.65942194091402,10.5605534056983
"11",10.6542450244676,8.77291249939046
"12",13.0985247549875,15.9597684753042
"13",10.3943477263754,9.63212134538393
"14",10.7418014334183,12.5607284162766
"15",13.682170806319,10.2402995913369
"16",14.4890793943312,8.30247780605173
"17",8.9884497083586,10.3282638314425
"18",15.1227909655511,9.17375030229308
"19",12.1910947561033,10.8826265351561
"20",12.7047350579638,11.4007389808306
"21",12.6684120967466,8.05790757861157
"22",14.2015316482188,9.80655666552642
"23",10.2615981802235,11.2051698145978
"24",12.7447006573592,9.44710066334804
"25",14.7931090568605,11.0328730147881
"26",12.6376799334422,11.9785360586666
"27",12.7428711737919,10.6730157352372
"28",9.27616956351162,10.0194672620242
"29",19.1466766438698,8.37117457104275
"30",11.9000032612009,9.39577919459059
"31",13.5234267695191,11.8007662906919
"32",8.86837343957683,10.1970638969711
"33",6.83283600358882,9.51323777982025
"34",12.4591399572216,10.2409818294647
"35",8.47083690790106,8.87502032843344
"36",11.5763330549479,10.2281921380019
"37",12.6214199946037,9.06665272090623
"38",12.0928339049419,10.2717739191564
"39",14.5778800696584,10.5474400092863
"40",11.9528780691623,9.47028289359982
"41",12.3731442070041,9.76805357686122
"42",12.2624804016523,7.93360916901925
"43",13.9567085972066,10.2194973548299
"44",13.0686208035575,8.53482496925584
"45",14.9567025892777,11.8155926965826
"46",11.0971387147302,9.31282083094405
"47",10.650445439747,10.6895946129566
"48",12.1327577666485,10.3520182842474
"49",11.3666084109014,10.6224366588808
"50",13.7163723582247,8.89598085931638
"51",13.9374262004467,11.6620250542996
"52",16.6166687148181,11.9688818927266
"53",16.0321227996601,8.62288020437626
"54",19.2460698751306,9.01890620250283
"55",10.5554234398436,8.67246451281482
"56",16.1131571767548,14.3391819443163
"57",11.6014300664411,8.05342858958532
"58",12.9737701975409,8.31419091564337
"59",14.2699019108162,8.93179929917061
"60",9.94350208132261,11.5160460782239
"61",11.519133077294,8.3161015337968
"62",15.9759894136215,8.57025073909287
"63",12.4949353938624,9.14401405957933
"64",15.4773103047662,10.1131425637784
"65",13.1683964333097,9.14935673288192
"66",8.00702042783438,8.58426957924905
"67",14.3911596156826,12.7879834869739
"68",12.3590369594484,9.91353477393651
"69",9.50531901059521,9.76468415741695
"70",11.9968610052277,8.65952845561732
"71",15.7698376542481,10.1494749579293
"72",13.6488724446928,11.7836721808642
"73",14.4059441025819,12.2417445162784
"74",10.2069546062285,9.17259018324145
"75",10.8587437336595,10.7656879725638
"76",12.5794171813627,8.96859124761493
"77",10.5786471992892,6.96619574029615
"78",11.3533535547807,11.7724837367049
"79",10.5899576476057,10.2721336560422
"80",12.9591669174857,12.3804068507434
"81",8.90311953955701,9.33382337166506
"82",15.6909445169347,10.2119811089724
"83",11.7916866781947,11.3291526820932
"84",15.0370176741414,9.20067287264156
"85",11.5300321696821,11.2059574622736
"86",15.7125072919765,8.06553860264674
"87",17.2872790809327,6.68318418745627
"88",17.7997489116789,11.9353728655723
"89",11.5838096267895,10.8619164569064
"90",15.1997041125021,8.62341242650179
"91",15.2862429305998,9.07325982933486
"92",18.0781397250259,9.7064141819562
"93",12.1453353612863,10.7540641615541
"94",12.2040677458677,9.40214457058276
"95",12.7850865944504,10.3834786589694
"96",15.643193126581,9.13966948674176
"97",13.1888361499902,8.2676215892518
"98",10.9889437613463,7.77526716863289
"99",17.7887364561936,8.54506232154599
"100",13.7464427391196,9.93935260302069
"101",10.2760055589809,8.59046619133978
"102",14.5435793532825,9.96093779029023
"103",10.5910700165529,11.1763731011803
"104",11.5886930122342,13.0105729986094
"105",10.9383871044887,11.9042813047349
"106",17.6325199392073,7.90199647500406
"107",13.8601439201271,10.5619443612872
"108",19.4674824951425,9.94578877252947
"109",19.0406730296369,11.2798472679025
"110",14.85882082981,8.15268326126686
"111",12.36136921889,9.48530965237302
"112",9.23382683435949,10.7787960858166
"113",11.8173546225195,8.38687611534247
"114",11.5885565359201,7.5879875422439
"115",12.4327420613317,11.6791533426979
"116",10.6152192105759,8.00069180414033
"117",11.5853283788845,11.7917481076402
"118",11.1146054264252,14.5699997610243
"119",10.7040158280223,8.70363548170783
"120",15.8575872046798,10.5107121594565
"121",11.2466226855506,8.25675200312065
"122",19.107865930568,9.41138959807605
"123",11.7652136270641,10.0341128096966
"124",15.9465239082172,9.91824082607209
"125",13.9265512356409,7.97300071215916
"126",8.90858157425392,10.5781024673893
"127",11.2085046403326,11.1464996656286
"128",17.3864283973439,18.1417459553492
"129",9.65904030597176,11.2031389277694
"130",13.1309611106923,9.17081522564361
"131",13.9662629149308,13.2589616529098
"132",11.8147072680967,9.68077545643687
"133",13.5438460218604,9.91460951313331
"134",13.8093170047478,9.35696197658621
"135",15.7397006054274,10.3626975370521
"136",12.5597972164713,14.9620535831431
"137",14.9106523751101,11.0594321273235
"138",10.9284185326629,8.69433880270887
"139",13.0056414139068,9.90687367081504
"140",10.6491643580608,9.84858977652982
"141",11.6264474673208,10.2613829127802
"142",18.0314086174943,10.5781217607189
"143",11.2779014987923,10.1812033115199
"144",13.2197659715992,13.0440445333702
"145",11.041005707027,10.5854494018866
"146",17.1361106774804,9.35444501084524
"147",10.5382227270218,12.0087285405199
"148",9.96177632029369,9.27029288094144
"149",13.9009746745383,9.44199510840889
"150",12.0173929941717,10.0199402259423
"151",21.3407857398988,9.61067452731267
"152",14.8255164312049,10.7240991933063
"153",12.4141100574507,12.0454103790763
"154",11.7849419714475,8.35089813708319
"155",12.8365438416297,9.75592291285427
