"","Onki","Onmy"
"1",6.59001452808464,14.3261665435391
"2",14.829908452945,14.4573600814331
"3",15.473485729273,14.6393052164529
"4",8.66942183149652,19.6498631209495
"5",8.66949028450423,17.7722345668862
"6",11.3054557756079,16.6407585295551
"7",15.429630264904,15.3004534644228
"8",11.4019481625595,20.802228975215
"9",13.0065130442191,15.8189023307176
"10",11.943404020328,16.6664525453896
"11",9.09098859058401,16.7000556099271
"12",9.8073876131854,15.7498684214525
"13",18.5326548279304,12.2059647358952
"14",17.5882296789001,13.4746525349933
"15",12.8990048027153,13.5769175098638
"16",7.92835942646397,11.4341357522286
"17",8.65508175792596,13.2395443009504
"18",14.6515635873754,14.7052081113714
"19",12.6774694046645,12.0429418378791
"20",18.1718785313642,15.2414234534883
"21",12.4452793575406,13.4553176836914
"22",8.19550102273921,14.8361162069925
"23",12.2739540134615,15.6594412268842
"24",16.5198248439111,13.1649276189854
"25",9.87464611877044,13.9420232536601
"26",10.3602774162995,15.309001570932
"27",14.9506378753403,13.939268860287
"28",14.3024856735068,16.288452719535
"29",12.4530362900234,13.9680421106224
"30",12.3815428961636,16.4297588097578
"31",9.44764038987812,16.4743514621483
"32",12.2825593750698,13.7337492864739
"33",8.01512475310874,15.7390687120833
"34",15.6548603520081,14.0946546471243
"35",10.2639549987761,14.5650345448659
"36",13.1602436033695,13.9583597988704
"37",14.3818827942151,12.90706613481
"38",10.3001203445837,13.3183175669909
"39",8.81888321851722,13.7567999959967
"40",11.4870223156149,14.6324192180606
"41",12.3302957800497,15.9066569386572
"42",10.602711068572,18.4310722671535
"43",10.5429005736575,16.0009742419847
"44",8.73321248767126,15.8752768447692
"45",13.8192858266246,15.6435179988966
"46",8.41095590788432,16.2194759247576
"47",13.7601601915867,15.1374621060324
"48",14.1903090807906,14.403999414271
"49",11.1726928295955,15.2507266992656
"50",12.4537949611969,16.790361580346
"51",9.93006044372998,14.9984946281378
"52",15.7399354552427,15.2387188486966
"53",16.4079171658956,15.3783575662311
"54",11.2050345345498,15.4968934491105
"55",9.26909080389464,15.0098841130095
"56",22.3866154911017,14.3002807415721
"57",11.5881680178615,15.8668910504433
"58",11.1195511284268,14.3223926203238
"59",8.30569393399,14.5047950478747
"60",10.3779871969792,15.1621929940536
"61",13.7504044902136,15.6899335574641
"62",10.8655333636383,12.6113208379913
"63",8.68925189511157,13.0592504491451
"64",9.47390782715924,19.6884077741013
"65",10.6085034358775,15.8651728664809
