"","Jun.Onki","Jun.Onmy","Jul.Onki","Jul.Onmy","Aug.Onki","Aug.Onmy","Sep.Onki","Sep.Onmy","Oct.Onki","Oct.Onmy","Nov.Onki","Nov.Onmy","Dec.Onki","Dec.Onmy"
"1",1.82812397176953,2.14174892706753,2.11984612376608,1.72676944582478,1.06936861588446,1.44320949290823,2.23218615579354,2.98428085162307,1.7069976820555,3.30192808232619,2.22190254893498,2.59885827741767,1.47898488399341,2.73227167456861
