"","Jun.Onki","Jun.Onmy","Jul.Onki","Jul.Onmy","Aug.Onki","Aug.Onmy","Sep.Onki","Sep.Onmy","Oct.Onki","Oct.Onmy","Nov.Onki","Nov.Onmy","Dec.Onki","Dec.Onmy"
"1",1.81442090263212,2.16285478937476,2.14572463427969,1.70511221616107,1.09312858670068,1.41966347069519,2.15129204408973,2.9865202732279,1.6889787291025,3.32657693042183,2.21323890869311,2.60806405482699,1.45190961247305,2.80840108773973
